Water Control Zone,River,Dates,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),pH,Turbidity (NTU),Water Temperature (°C)
Tolo Harbour And Channel,Tai Wai Nullah,10/28/1986,78,6.3,7.5,22,25.8
Tolo Harbour And Channel,Tai Wai Nullah,11/24/1986,68,5.8,8.1,15,22.7
Tolo Harbour And Channel,Tai Wai Nullah,12/23/1986,68,6.3,7.8,30,19.6
Tolo Harbour And Channel,Tai Wai Nullah,1/29/1986,48,4.4,7.1,63,19.2
Tolo Harbour And Channel,Tai Wai Nullah,2/25/1986,64,6.2,7.2,23,17.1
Tolo Harbour And Channel,Tai Wai Nullah,3/25/1986,91,8.5,7.4,190,17.8
Tolo Harbour And Channel,Tai Wai Nullah,4/21/1986,99,8.7,6.9,272,21.8
Tolo Harbour And Channel,Tai Wai Nullah,5/29/1986,80,6.3,7.4,10,27.4
Tolo Harbour And Channel,Tai Wai Nullah,6/26/1986,97,7.8,7.2,47,26.1
Tolo Harbour And Channel,Tai Wai Nullah,7/31/1986,86,6.8,7.1,9,27.7
Tolo Harbour And Channel,Tai Wai Nullah,8/27/1986,89,6.9,7.2,11,27.9
Tolo Harbour And Channel,Tai Wai Nullah,9/23/1986,117,9.1,7.3,8,28.6
Tolo Harbour And Channel,Tai Wai Nullah,10/28/1986,69,5.7,6.7,25,24.7
Tolo Harbour And Channel,Tai Wai Nullah,11/24/1986,71,6.1,7.2,7,22.3
Tolo Harbour And Channel,Tai Wai Nullah,12/23/1986,69,6.2,7.1,12,20.6
Tolo Harbour And Channel,Shing Mun River,1/29/1986,66,5.3,7.9,8,19.3
Tolo Harbour And Channel,Shing Mun River,2/25/1986,49,4.5,7.7,13,16.4
Tolo Harbour And Channel,Shing Mun River,3/25/1986,6,0.6,7,20,15.6
Tolo Harbour And Channel,Shing Mun River,4/21/1986,45,3.9,7.3,76,21.8
Tolo Harbour And Channel,Shing Mun River,5/29/1986,156,11.6,8.3,4.5,27.7
Tolo Harbour And Channel,Shing Mun River,6/26/1986,64,4.6,8.1,7,27.8
Tolo Harbour And Channel,Shing Mun River,7/31/1986,24,1.6,7.6,29.5,32.2
Tolo Harbour And Channel,Shing Mun River,8/27/1986,32,2.2,7.8,5.8,32.2
Tolo Harbour And Channel,Shing Mun River,9/24/1986,73,5.2,7.9,27.5,30.4
Tolo Harbour And Channel,Shing Mun River,10/28/1986,17,1.3,7.4,17,26.2
Tolo Harbour And Channel,Shing Mun River,11/24/1986,97,7.5,8.4,8.7,23.7
Tolo Harbour And Channel,Shing Mun River,12/23/1986,10,0.9,6.8,11,20.1
,,1/29/1986,96,9.5,6.6,2,15.9
,,2/25/1986,95,9,7.4,2,17.5
,,3/25/1986,104,10,7.4,3,16.5
,,4/21/1986,103,9,7.1,11,21.8
,,5/29/1986,101,8.4,7.4,2.5,24.9
,,6/26/1986,91,7.5,7.4,53,24.8
,,7/31/1986,95,7.7,6.5,12,25.7
,,8/27/1986,98,8,6.9,13,25.4
,,9/23/1986,99,8.3,6.7,15,23.9
,,10/28/1986,89,7.5,6.7,125,23.7
,,11/24/1986,93,8.4,6.9,13,20.2
,,12/23/1986,99,9.6,7,4,16.8
Tolo Harbour And Channel,Tin Sum Nullah,1/29/1986,98,9.4,5.5,670,16.9
Tolo Harbour And Channel,Tin Sum Nullah,2/25/1986,95,9.1,6.9,390,16.6
Tolo Harbour And Channel,Tin Sum Nullah,3/25/1986,100,9.6,7.3,310,16.8
Tolo Harbour And Channel,Tin Sum Nullah,4/21/1986,105,9.2,7.2,116,22
Tolo Harbour And Channel,Tin Sum Nullah,5/29/1986,116,10.1,8.1,200,22.9
Tolo Harbour And Channel,Tin Sum Nullah,6/26/1986,96,7.4,7,15,25.4
Tolo Harbour And Channel,Tin Sum Nullah,7/31/1986,97,7.8,4.6,48,26.7
Tolo Harbour And Channel,Tin Sum Nullah,8/27/1986,100,8,6.7,600,27
Tolo Harbour And Channel,Tin Sum Nullah,9/23/1986,95,7.7,5.5,720,26.3
Tolo Harbour And Channel,Tin Sum Nullah,10/28/1986,93,7.7,6.9,13,25.2
Tolo Harbour And Channel,Tin Sum Nullah,11/24/1986,98,8.7,7.1,23,21.2
Tolo Harbour And Channel,Tin Sum Nullah,12/23/1986,104,9.7,7.1,220,18.5
Tolo Harbour And Channel,Siu Lek Yuen Nullah,1/29/1986,63,4.9,7.4,25,19.9
Tolo Harbour And Channel,Siu Lek Yuen Nullah,2/25/1986,28,2.6,7.4,13,16.9
Tolo Harbour And Channel,Siu Lek Yuen Nullah,3/25/1986,33,3,7.3,43,16.6
Tolo Harbour And Channel,Siu Lek Yuen Nullah,4/21/1986,95,8.3,7.3,184,21.5
Tolo Harbour And Channel,Siu Lek Yuen Nullah,5/29/1986,112,8.3,8.3,16,28.4
Tolo Harbour And Channel,Siu Lek Yuen Nullah,6/26/1986,78,7.8,8.6,33,26.5
Tolo Harbour And Channel,Siu Lek Yuen Nullah,7/31/1986,82,5.8,8.4,39,30.4
Tolo Harbour And Channel,Siu Lek Yuen Nullah,8/27/1986,58,4.1,7.9,8.3,30.7
Tolo Harbour And Channel,Siu Lek Yuen Nullah,9/24/1986,62,4.5,8,33,29
Tolo Harbour And Channel,Siu Lek Yuen Nullah,10/28/1986,11,0.9,8.1,45,25.9
Tolo Harbour And Channel,Siu Lek Yuen Nullah,11/24/1986,65,5.1,8.2,18,23.9
Tolo Harbour And Channel,Siu Lek Yuen Nullah,12/24/1986,12,1.1,7.4,44,19.5
Tolo Harbour And Channel,Siu Lek Yuen Nullah,1/29/1986,70,5.6,7.1,14,19.3
Tolo Harbour And Channel,Siu Lek Yuen Nullah,2/25/1986,71,6.3,7.8,7,17.7
Tolo Harbour And Channel,Siu Lek Yuen Nullah,3/25/1986,94,9.1,7.7,10,15.8
Tolo Harbour And Channel,Siu Lek Yuen Nullah,4/21/1986,97,8.5,7.2,66,19.9
Tolo Harbour And Channel,Siu Lek Yuen Nullah,5/29/1986,104,7.9,8.2,100,29.8
Tolo Harbour And Channel,Siu Lek Yuen Nullah,6/26/1986,97,5.9,7.1,24,25.7
Tolo Harbour And Channel,Siu Lek Yuen Nullah,7/31/1986,95,7,7.5,3,31
Tolo Harbour And Channel,Siu Lek Yuen Nullah,8/27/1986,108,7.9,8.2,3.5,31.3
Tolo Harbour And Channel,Siu Lek Yuen Nullah,9/24/1986,101,7.4,7.7,5,27.9
Tolo Harbour And Channel,Siu Lek Yuen Nullah,10/28/1986,73,6,8.3,5.1,25.1
Tolo Harbour And Channel,Siu Lek Yuen Nullah,11/24/1986,105,8.7,7.4,3.5,24.8
Tolo Harbour And Channel,Siu Lek Yuen Nullah,12/24/1986,80,7.3,7.3,8.5,19
Tolo Harbour And Channel,Shan Liu Stream,2/26/1986,76,7.2,7.1,2.5,18
Tolo Harbour And Channel,Shan Liu Stream,3/27/1986,61,5.6,6.9,11,19.6
Tolo Harbour And Channel,Shan Liu Stream,4/28/1986,116,8.5,7.4,2.5,31.2
Tolo Harbour And Channel,Shan Liu Stream,5/21/1986,109,9.3,6,4.5,24.8
Tolo Harbour And Channel,Shan Liu Stream,6/23/1986,117,9.2,7.1,20,27.9
Tolo Harbour And Channel,Shan Liu Stream,7/30/1986,104,7.7,6.5,7,31.4
Tolo Harbour And Channel,Shan Liu Stream,8/29/1986,116,7.8,6.8,1.5,30
Tolo Harbour And Channel,Shan Liu Stream,9/22/1986,122,9.4,6.1,16,28.9
Tolo Harbour And Channel,Shan Liu Stream,10/31/1986,81,6.8,6.5,1,24.1
Tolo Harbour And Channel,Shan Liu Stream,11/25/1986,91,7.8,6.8,1.2,21.3
Tolo Harbour And Channel,Shan Liu Stream,12/19/1986,85,8.1,6.7,0.5,17.8
Tolo Harbour And Channel,Tung Tze Stream,2/26/1986,71,6.8,7,46,17.2
Tolo Harbour And Channel,Tung Tze Stream,3/27/1986,35,3.3,6.9,46,19.2
Tolo Harbour And Channel,Tung Tze Stream,4/28/1986,56,4.1,6.6,15,30.8
Tolo Harbour And Channel,Tung Tze Stream,5/21/1986,96,8.1,6.1,80,24.7
Tolo Harbour And Channel,Tung Tze Stream,6/23/1986,67,4.8,6.9,45,29.5
Tolo Harbour And Channel,Tung Tze Stream,7/30/1986,63,4.4,6.3,7,31.3
Tolo Harbour And Channel,Tung Tze Stream,8/29/1986,61,4.7,6.6,53,29.8
Tolo Harbour And Channel,Tung Tze Stream,9/22/1986,60,4.5,6.5,45,28.5
Tolo Harbour And Channel,Tung Tze Stream,10/31/1986,70,5.8,6.9,46,24.5
Tolo Harbour And Channel,Tung Tze Stream,11/25/1986,60,5.3,6.6,8.6,20.4
Tolo Harbour And Channel,Tung Tze Stream,12/19/1986,64,6.4,6.8,5.5,15.7
Victoria Harbour,Sam Dip Tam Stream,1/9/1986,75,7.5,7.5,14,14.7
Victoria Harbour,Sam Dip Tam Stream,2/4/1986,56,5.5,6.9,30,16
Victoria Harbour,Sam Dip Tam Stream,3/6/1986,60,6,7.3,17,15.4
Victoria Harbour,Sam Dip Tam Stream,4/23/1986,77,6.7,6.8,13,21.7
Victoria Harbour,Sam Dip Tam Stream,5/8/1986,42,3.6,6.7,10,23.6
Victoria Harbour,Sam Dip Tam Stream,6/13/1986,66,6.3,6.7,9.2,25.3
Victoria Harbour,Sam Dip Tam Stream,7/11/1986,53,4.4,7.1,4.4,25.6
Victoria Harbour,Sam Dip Tam Stream,8/8/1986,60,3.4,7.1,8.4,26.6
Victoria Harbour,Sam Dip Tam Stream,9/12/1986,58,4.6,7.1,8.4,26.1
Victoria Harbour,Sam Dip Tam Stream,10/14/1986,44,3.7,6.6,14,23.4
Victoria Harbour,Sam Dip Tam Stream,11/18/1986,57,5.2,7.3,10,19.6
Victoria Harbour,Sam Dip Tam Stream,12/9/1986,51,4.8,6.8,1.5,17.9
Victoria Harbour,Sam Dip Tam Stream,1/9/1986,87,8.8,7.3,5.5,13.9
Victoria Harbour,Sam Dip Tam Stream,2/4/1986,83,8.3,7.4,12,15.2
Victoria Harbour,Sam Dip Tam Stream,3/6/1986,90,8.9,7.6,10,15.9
Victoria Harbour,Sam Dip Tam Stream,4/23/1986,96,8.3,7.1,7.5,21.8
Victoria Harbour,Sam Dip Tam Stream,5/8/1986,83,7,6.8,3.2,23.8
Victoria Harbour,Sam Dip Tam Stream,6/13/1986,100,8.2,6.8,6.8,25.1
Victoria Harbour,Sam Dip Tam Stream,7/11/1986,83,6.8,7.2,2.2,25.7
Victoria Harbour,Sam Dip Tam Stream,8/8/1986,77,5.2,7.5,6.6,26.7
Victoria Harbour,Sam Dip Tam Stream,9/12/1986,95,7.6,7.4,3,26.8
Victoria Harbour,Sam Dip Tam Stream,10/14/1986,92,7.8,7,6,23.6
Victoria Harbour,Sam Dip Tam Stream,11/18/1986,93,8.5,7.3,4.4,19.7
Victoria Harbour,Sam Dip Tam Stream,12/9/1986,96,9.1,7.2,1.8,17.4
Victoria Harbour,Sam Dip Tam Stream,1/9/1986,93,9.2,7.2,2.5,14.8
Victoria Harbour,Sam Dip Tam Stream,2/4/1986,82,8.2,7.1,2.6,15.6
Victoria Harbour,Sam Dip Tam Stream,3/6/1986,94,9.1,7.1,6.5,16.4
Victoria Harbour,Sam Dip Tam Stream,4/23/1986,86,7.5,6.5,2.7,22.2
Victoria Harbour,Sam Dip Tam Stream,5/8/1986,92,7.7,6.8,2.8,24.4
Victoria Harbour,Sam Dip Tam Stream,6/13/1986,96,5.8,6.7,7.2,25.7
Victoria Harbour,Sam Dip Tam Stream,7/11/1986,81,6.5,7.4,1.5,26.5
Victoria Harbour,Sam Dip Tam Stream,8/8/1986,72,4.9,7.3,40,27.2
Victoria Harbour,Sam Dip Tam Stream,9/12/1986,78,6.1,7.1,3.5,27.4
Victoria Harbour,Sam Dip Tam Stream,10/14/1986,91,7.6,6.9,9,24.4
Victoria Harbour,Sam Dip Tam Stream,11/18/1986,91,8.2,6.4,3.5,20.3
Victoria Harbour,Sam Dip Tam Stream,12/9/1986,94,9,6.7,1.7,17.6
Deep Bay,Yuen Long Creek,1/17/1986,8,0.7,7.4,370,22
Deep Bay,Yuen Long Creek,2/17/1986,5,0.5,7.3,560,20
Deep Bay,Yuen Long Creek,3/12/1986,4,0.3,7.3,910,21.8
Deep Bay,Yuen Long Creek,4/10/1986,19,1.1,7,65,29.9
Deep Bay,Yuen Long Creek,5/1/1986,14,1,7.1,370,33.8
Deep Bay,Yuen Long Creek,6/4/1986,70,5.4,7.1,57,28.7
Deep Bay,Yuen Long Creek,7/10/1986,23,1.7,7.1,54,32.5
Deep Bay,Yuen Long Creek,8/12/1986,49,3.2,7.1,32,29.1
Deep Bay,Yuen Long Creek,9/10/1986,8,0.6,6.9,115,32
Deep Bay,Yuen Long Creek,10/2/1986,4,0.3,7,90,30
Deep Bay,Yuen Long Creek,11/4/1986,12,0.9,6.9,325,26.2
Deep Bay,Yuen Long Creek,12/3/1986,66,6.2,7.1,76,17.6
Deep Bay,Yuen Long Creek,1/17/1986,17,1.6,7.2,170,19.4
Deep Bay,Yuen Long Creek,2/17/1986,16,1.5,6.9,310,17.7
Deep Bay,Yuen Long Creek,3/12/1986,20,1.8,7,230,21.5
Deep Bay,Yuen Long Creek,4/10/1986,5,0.4,7.3,245,31
Deep Bay,Yuen Long Creek,5/1/1986,22,1.6,7,68,31
Deep Bay,Yuen Long Creek,6/4/1986,66,5.2,7,52,27.3
Deep Bay,Yuen Long Creek,7/10/1986,22,1.7,6.7,14,28.9
Deep Bay,Yuen Long Creek,8/12/1986,63,4.1,7,25,28.2
Deep Bay,Yuen Long Creek,9/10/1986,21,1.7,6.9,27,28.7
Deep Bay,Yuen Long Creek,10/2/1986,19,1.5,6.8,35,26
Deep Bay,Yuen Long Creek,11/4/1986,12,1,6.9,65,23.4
Deep Bay,Yuen Long Creek,12/3/1986,62,5.9,7,82.5,17.3
Deep Bay,Yuen Long Creek,1/17/1986,9,0.9,7.2,270,18
Deep Bay,Yuen Long Creek,2/17/1986,7,0.7,6.8,650,17.8
Deep Bay,Yuen Long Creek,3/12/1986,7,0.6,7,320,20.8
Deep Bay,Yuen Long Creek,4/10/1986,7,0.6,7.1,180,24.8
Deep Bay,Yuen Long Creek,5/1/1986,20,1.7,6.8,320,25.2
Deep Bay,Yuen Long Creek,6/4/1986,54,4.3,6.6,70,27
Deep Bay,Yuen Long Creek,7/10/1986,16,1.2,6.8,25,31.6
Deep Bay,Yuen Long Creek,8/12/1986,32,2.2,7.1,35,27.7
Deep Bay,Yuen Long Creek,9/10/1986,5,0.4,6.9,105,30
Deep Bay,Yuen Long Creek,10/2/1986,7,0.5,6.9,46,25.6
Deep Bay,Yuen Long Creek,11/4/1986,5,0.4,6.9,88,23.7
Deep Bay,Yuen Long Creek,12/3/1986,51,4.8,7,68,17.7
Deep Bay,Yuen Long Creek,1/17/1986,5,0.5,7.2,110,18.6
Deep Bay,Yuen Long Creek,2/17/1986,8,0.7,6.9,270,18.5
Deep Bay,Yuen Long Creek,3/12/1986,6,0.5,7.1,350,20.9
Deep Bay,Yuen Long Creek,4/10/1986,6,0.5,7.1,162,25.9
Deep Bay,Yuen Long Creek,5/1/1986,20,1.7,6.8,140,25
Deep Bay,Yuen Long Creek,6/4/1986,28,2.2,6.6,36,27
Deep Bay,Yuen Long Creek,7/10/1986,6,0.5,6.9,24,31.3
Deep Bay,Yuen Long Creek,8/12/1986,38,2.5,7.1,30,27.7
Deep Bay,Yuen Long Creek,9/10/1986,10,0.7,6.9,41,30.9
Deep Bay,Yuen Long Creek,10/2/1986,4,0.3,6.9,33,26.3
Deep Bay,Yuen Long Creek,11/4/1986,8,0.7,6.8,76,23.8
Deep Bay,Yuen Long Creek,12/3/1986,40,3.8,7.2,40,17.9
Deep Bay,River Ganges,5/8/1987,45,3.8,6.6,140,23.8
Deep Bay,River Ganges,6/4/1987,13,1,7,170,25.6
Deep Bay,River Ganges,7/7/1987,8,0.6,6.7,114,29
Deep Bay,River Ganges,9/3/1987,14,1.1,6.7,31,28.1
Deep Bay,River Ganges,10/22/1987,10,0.8,7.2,50,25.1
Deep Bay,River Ganges,11/27/1987,8,0.7,7,126,23.5
Deep Bay,River Ganges,12/9/1987,9,0.9,7.1,65,12.5
Deep Bay,River Ganges,5/8/1987,54,4.6,6.4,196,23.9
Deep Bay,River Ganges,6/4/1987,31,2.5,7,143,25.6
Deep Bay,River Ganges,7/7/1987,33,2.5,6.6,122,29.3
Deep Bay,River Ganges,9/3/1987,30,2.4,6.7,37,28
Deep Bay,River Ganges,10/22/1987,21,1.7,6.8,57,26.5
Deep Bay,River Ganges,11/27/1987,24,2.1,6.8,232,24.2
Deep Bay,River Ganges,12/9/1987,32,3.4,6.9,264,12.7
Deep Bay,River Ganges,7/7/1987,85,6.8,7.3,6,27.3
Deep Bay,River Ganges,10/22/1987,77,6.2,6.9,4,24.7
Deep Bay,River Indus,5/8/1987,28,2.4,6.9,88,24.3
Deep Bay,River Indus,6/4/1987,7,0.6,7.1,148,27.2
Deep Bay,River Indus,7/7/1987,7,0.5,6.8,35,31.5
Deep Bay,River Indus,9/3/1987,7,0.5,6.6,36,32.4
Deep Bay,River Indus,10/22/1987,9,0.8,7,38,27.1
Deep Bay,River Indus,11/27/1987,7,0.6,6.7,61,25.1
Deep Bay,River Indus,12/9/1987,7,0.6,7.1,50,19.7
Deep Bay,River Indus,5/8/1987,37,3.1,6.2,55,23.9
Deep Bay,River Indus,6/4/1987,11,0.9,7.2,37,25.6
Deep Bay,River Indus,7/7/1987,10,0.8,6.7,37,29.6
Deep Bay,River Indus,9/3/1987,9,0.7,6.5,31,30.3
Deep Bay,River Indus,10/22/1987,20,1.6,6.8,35,26.5
Deep Bay,River Indus,11/27/1987,6,0.5,6.7,95,24.5
Deep Bay,River Indus,12/9/1987,12,1.2,7,58,16.7
Deep Bay,River Indus,5/8/1987,75,6.2,6.7,45,23.4
Deep Bay,River Indus,6/4/1987,49,4,7.1,65,25.1
Deep Bay,River Indus,9/3/1987,36,2.8,6.7,17,27.5
Deep Bay,River Indus,10/22/1987,20,1.6,7,23,26.7
Deep Bay,River Indus,11/27/1987,13,1.1,6.6,60,23.8
Deep Bay,River Indus,12/9/1987,16,1.7,7.1,17,14.4
Junk Bay,Tseng Lan Shue Stream,1/22/1987,87,8.2,7.7,170,17.7
Junk Bay,Tseng Lan Shue Stream,2/16/1987,61,5.5,7.3,66,19.4
Junk Bay,Tseng Lan Shue Stream,3/11/1987,79,6.8,7.7,20,21.8
Junk Bay,Tseng Lan Shue Stream,4/8/1987,99,8.6,7.8,10,22.3
Junk Bay,Tseng Lan Shue Stream,5/6/1987,86,7.4,7.8,6,22.4
Junk Bay,Tseng Lan Shue Stream,6/12/1987,95,8,7.7,3,22.3
Junk Bay,Tseng Lan Shue Stream,7/6/1987,91,7.1,7.3,3.3,27.9
Junk Bay,Tseng Lan Shue Stream,8/3/1987,94,7.5,7.7,5,26
Junk Bay,Tseng Lan Shue Stream,10/19/1987,74,6.1,7,11,25.2
Junk Bay,Tseng Lan Shue Stream,11/19/1987,83,7.5,7.3,4,20
Junk Bay,Tseng Lan Shue Stream,12/11/1987,90,7.5,7.4,9.5,17.1
Junk Bay,Tseng Lan Shue Stream,1/22/1987,21,2,6.9,33,16.8
Junk Bay,Tseng Lan Shue Stream,2/16/1987,7,0.6,5.3,2000,19.7
Junk Bay,Tseng Lan Shue Stream,3/11/1987,24,2.1,6.9,100,21
Junk Bay,Tseng Lan Shue Stream,4/8/1987,74,6.6,7.5,26,20.5
Junk Bay,Tseng Lan Shue Stream,5/6/1987,21,1.9,7.3,90,21.6
Junk Bay,Tseng Lan Shue Stream,6/12/1987,45,3.7,7.3,14,22.3
Junk Bay,Tseng Lan Shue Stream,7/6/1987,18,1.4,6.7,39,27.5
Junk Bay,Tseng Lan Shue Stream,8/3/1987,49,4,6.8,16,24.5
Junk Bay,Tseng Lan Shue Stream,10/19/1987,27,2.3,5.8,64,23.8
Junk Bay,Tseng Lan Shue Stream,11/19/1987,19,1.7,6.5,330,20.1
Junk Bay,Tseng Lan Shue Stream,12/11/1987,28,2.4,6.4,88,15.9
Junk Bay,Tseng Lan Shue Stream,1/22/1987,46,4,7.8,21,21.4
Junk Bay,Tseng Lan Shue Stream,2/16/1987,47,4,8,45,22.4
Junk Bay,Tseng Lan Shue Stream,3/11/1987,43,3.5,7.8,40,25.3
Junk Bay,Tseng Lan Shue Stream,4/8/1987,87,7.4,7.9,38,22.9
Junk Bay,Tseng Lan Shue Stream,5/6/1987,44,3.6,8.3,35,25.5
Junk Bay,Tseng Lan Shue Stream,6/12/1987,53,4.2,8,2.7,24.9
Junk Bay,Tseng Lan Shue Stream,7/6/1987,37,2.8,5.9,29,29.3
Junk Bay,Tseng Lan Shue Stream,8/3/1987,69,5.6,7.6,12,25.6
Junk Bay,Tseng Lan Shue Stream,10/19/1987,36,2.9,7.3,40,26.8
Junk Bay,Tseng Lan Shue Stream,11/19/1987,35,3,7.7,35.5,23.3
Junk Bay,Tseng Lan Shue Stream,12/11/1987,24,4.2,7,30,20.4
Deep Bay,Kam Tin River,1/6/1987,8,0.7,7.1,70,20.5
Deep Bay,Kam Tin River,2/3/1987,6,0.6,7,77,19.5
Deep Bay,Kam Tin River,3/3/1987,9,0.8,7,140,19.2
Deep Bay,Kam Tin River,4/3/1987,4,0.4,7,60,20.5
Deep Bay,Kam Tin River,5/4/1987,5,0.5,6.8,42,23.4
Deep Bay,Kam Tin River,6/23/1987,44,0.3,6.9,61,31.6
Deep Bay,Kam Tin River,7/10/1987,6,0.5,6.7,35,31.3
Deep Bay,Kam Tin River,8/14/1987,9,0.7,6.7,168,31.7
Deep Bay,Kam Tin River,9/30/1987,10,0.8,6.9,63,26.6
Deep Bay,Kam Tin River,10/15/1987,10,0.8,7,70,29.1
Deep Bay,Kam Tin River,11/12/1987,7,0.6,7.1,67,25.5
Deep Bay,Kam Tin River,12/4/1987,6,0.6,6.8,51,17.3
Deep Bay,Kam Tin River,1/6/1987,3,0.3,7.3,90,21.3
Deep Bay,Kam Tin River,2/3/1987,10,0.9,6.9,95,18.9
Deep Bay,Kam Tin River,3/3/1987,8,0.7,7.2,140,19
Deep Bay,Kam Tin River,4/3/1987,4,0.4,7.1,67,20
Deep Bay,Kam Tin River,5/4/1987,3,0.3,7.1,36.5,23.3
Deep Bay,Kam Tin River,6/23/1987,2,0.1,7.2,39,31.5
Deep Bay,Kam Tin River,7/10/1987,6,0.4,6.8,32,34.7
Deep Bay,Kam Tin River,8/14/1987,5,0.4,6.9,90,32
Deep Bay,Kam Tin River,9/30/1987,10,0.8,7.1,55,26.8
Deep Bay,Kam Tin River,10/15/1987,9,0.7,7.1,63,29.7
Deep Bay,Kam Tin River,11/12/1987,2,0.2,7.1,124,25.5
Deep Bay,Kam Tin River,12/4/1987,4,0.5,6.4,72,17.6
Victoria Harbour,Kau Wa Keng Stream,11/5/1987,48,4.2,6.8,45,23.2
Victoria Harbour,Kau Wa Keng Stream,12/2/1987,75,6.5,6.7,7.1,13.7
Southern,Mui Wo River,2/23/1987,15,0.8,6.8,23,22.4
Southern,Mui Wo River,3/31/1987,75,6,6.7,12,26.4
Southern,Mui Wo River,4/23/1987,77,6.1,6.8,6.7,26.7
Southern,Mui Wo River,6/2/1987,91,7.2,7.4,2.3,26.7
Southern,Mui Wo River,6/24/1987,67,5.1,7.2,5,29.5
Southern,Mui Wo River,7/10/1987,68,5.2,6.7,5,29.4
Southern,Mui Wo River,9/30/1987,48,3.7,6.7,10,26.7
Southern,Mui Wo River,10/23/1987,22,1.8,6.4,28,25.2
Southern,Mui Wo River,11/16/1987,13,1.1,6.5,22,24
Southern,Mui Wo River,12/14/1987,63,5.8,6.1,21,19.3
Southern,Mui Wo River,2/23/1987,24,1.2,6.4,44,22.8
Southern,Mui Wo River,3/31/1987,3,0.3,6.6,10,24.8
Southern,Mui Wo River,4/23/1987,90,7.2,7,5.1,26.5
Southern,Mui Wo River,6/2/1987,72,5.7,7.6,6.7,27.3
Southern,Mui Wo River,6/24/1987,97,7.2,7.1,5,31
Southern,Mui Wo River,7/10/1987,73,5.6,6.6,5,30.1
Southern,Mui Wo River,9/30/1987,73,5.7,6.7,6.5,28.7
Southern,Mui Wo River,10/23/1987,77,6.7,7.2,10,25.1
Southern,Mui Wo River,11/16/1987,70,5.6,7.5,11,25.7
Southern,Mui Wo River,12/14/1987,70,6.1,6.6,4.5,21.9
Southern,Mui Wo River,2/23/1987,11,0.6,6.5,34,21.6
Southern,Mui Wo River,3/31/1987,63,5.3,6.9,5.3,24.7
Southern,Mui Wo River,4/23/1987,72,5.8,7,8.2,25.5
Southern,Mui Wo River,6/2/1987,74,6,7.2,2.5,25.7
Southern,Mui Wo River,6/24/1987,74,5.8,7.3,5,28
Southern,Mui Wo River,7/10/1987,85,6.6,6.9,3,29.1
Southern,Mui Wo River,9/30/1987,34,2.8,6.6,9.2,25.1
Southern,Mui Wo River,10/23/1987,23,1.9,6.6,40,25.2
Southern,Mui Wo River,11/16/1987,38,3.1,7,20,24.3
Southern,Mui Wo River,12/14/1987,28,2.7,7.1,11.5,18.7
Port Shelter,Ho Chung River,1/22/1987,3,0.3,9.8,268,24.4
Port Shelter,Ho Chung River,2/16/1987,17,1.5,9.8,45,22.6
Port Shelter,Ho Chung River,3/11/1987,25,1.9,11.4,1.5,27.6
Port Shelter,Ho Chung River,4/8/1987,83,7.1,10.2,33,22.6
Port Shelter,Ho Chung River,5/6/1987,23,1.8,10.3,105,26.6
Port Shelter,Ho Chung River,6/12/1987,59,4.8,9.6,14,27.2
Port Shelter,Ho Chung River,7/6/1987,101,7.7,7,26,29
Port Shelter,Ho Chung River,8/3/1987,83,6.6,9.7,3.5,27.1
Port Shelter,Ho Chung River,10/19/1987,4,0.3,9.1,99,30.2
Port Shelter,Ho Chung River,11/19/1987,21,1.8,9.6,22,23.2
Port Shelter,Ho Chung River,12/11/1987,39,2.8,8.6,6,24.9
Port Shelter,Ho Chung River,2/16/1987,6,0.5,6.7,5.2,19.7
Port Shelter,Ho Chung River,4/8/1987,88,7.9,8.3,14,20.6
Port Shelter,Ho Chung River,5/6/1987,73,6.4,7.3,6.2,21.7
Port Shelter,Ho Chung River,6/12/1987,83,7.1,7.6,3.2,23.1
Port Shelter,Ho Chung River,7/6/1987,70,5.5,7,3.6,27.4
Port Shelter,Ho Chung River,8/3/1987,88,7.2,7.2,3.5,25
Port Shelter,Ho Chung River,10/19/1987,53,4.4,7,4.3,24.6
Port Shelter,Ho Chung River,11/19/1987,33,3,6.8,2.5,21.1
Port Shelter,Ho Chung River,12/11/1987,51,4.3,7.2,2.3,16.5
Deep Bay,River Beas,1/8/1987,16,1.5,6.6,74,18.4
Deep Bay,River Beas,2/4/1987,14,1.3,6.6,120,17.8
Deep Bay,River Beas,3/5/1987,3,0.3,6.7,125,22.6
Deep Bay,River Beas,4/2/1987,4,0.4,6.9,150,25
Deep Bay,River Beas,5/8/1987,51,4.3,6.8,41,24.3
Deep Bay,River Beas,6/4/1987,26,2.1,7,102,26.3
Deep Bay,River Beas,7/7/1987,27,2,6.8,80,29.4
Deep Bay,River Beas,9/3/1987,14,1.1,6.6,108,29.2
Deep Bay,River Beas,10/22/1987,10,0.8,6.8,240,27.5
Deep Bay,River Beas,11/27/1987,7,0.6,6.6,320,24.6
Deep Bay,River Beas,12/9/1987,19,1.9,6.2,200,16.7
Deep Bay,River Beas,1/8/1987,34,3.1,6.5,110,19.8
Deep Bay,River Beas,2/4/1987,48,4.7,6.7,100,16.8
Deep Bay,River Beas,3/5/1987,32,2.9,6.9,110,20.1
Deep Bay,River Beas,4/2/1987,32,2.7,6.9,130,23.7
Deep Bay,River Beas,5/8/1987,43,3.6,7.1,72,24.3
